regime,snr,budget_ratio,arm,runs,mean_gain,median_gain,worst_gain,win_rate,mean_fit_seconds,mean_detected_spikes,mean_expert_count,mean_routing_entropy,mean_oracle_gap
false_spectral_outlier,1.0,0.1,B2_bulk_multi_spike,5,-0.08195427946140908,-0.012470149826042345,-0.42941569229322174,0.4,0.0005420599999979459,1.0,1.4,0.0624647474375454,0.11260333689468457
false_spectral_outlier,1.0,0.1,B3_validation_selected,5,0.019335515040462707,0.0,0.0,0.2,0.0012398199999992699,1.0,2.8,0.8338802884214379,0.3202231774426538
false_spectral_outlier,1.0,0.2,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0013982600000005617,1.0,3.0,1.0055874086411911,0.3385947484407989
false_spectral_outlier,1.0,0.2,B1_bulk_single_spike,5,0.11383791665586869,0.11493328252695205,-0.07198103911551344,0.8,0.0005194200000005367,1.0,1.4,0.0624647474375454,0.09163769827412473
false_spectral_outlier,1.0,0.2,B2_bulk_multi_spike,5,0.03478775715051365,0.07999192721502017,-0.18111828018459644,0.8,0.0005064799999999536,1.0,1.4,0.0624647474375454,0.1002144985426782
false_spectral_outlier,1.0,0.2,B3_validation_selected,5,0.0484643975505336,0.05073658573187311,0.0,0.6,0.000841459999999472,1.0,2.0,0.4668989160262275,0.18280678170285622
false_spectral_outlier,2.0,0.05,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0013655999999983236,1.0,3.0,0.9874599373797786,0.3467395158384226
false_spectral_outlier,2.0,0.05,B1_bulk_single_spike,5,-0.08736864389681565,-0.1775252122602371,-0.18827242262304258,0.4,0.0007632399999977224,1.0,2.0,0.241722536196536,0.24452129871457892
false_spectral_outlier,2.0,0.05,B2_bulk_multi_spike,5,0.05483578471277382,0.06938628549373926,-0.07708843900413759,0.6,0.0007238000000015177,1.0,2.0,0.241722536196536,0.23370906225749163
false_spectral_outlier,2.0,0.05,B3_validation_selected,5,0.058576789529045006,0.0,0.0,0.4,0.0010909399999988524,1.0,2.6,0.7344645730781448,0.2968258845871079
false_spectral_outlier,2.0,0.1,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0013810000000006538,1.0,3.0,0.9959947745678246,0.36705350801164294
false_spectral_outlier,2.0,0.1,B1_bulk_single_spike,5,-0.08747008565622563,-0.018672651279386922,-0.3093105008229882,0.4,0.0007343999999989137,1.0,2.0,0.241722536196536,0.2474476835019408
false_spectral_outlier,2.0,0.1,B2_bulk_multi_spike,5,-0.0621279089544499,-0.03920145928344618,-0.3493290905690719,0.4,0.0007112999999989711,1.0,2.0,0.241722536196536,0.3223548587883399
false_spectral_outlier,2.0,0.1,B3_validation_selected,5,0.013792882544536016,0.0,0.0,0.2,0.001249119999999948,1.0,2.8,0.8653738535560139,0.35079891844002414
false_spectral_outlier,2.0,0.2,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0013596200000009161,1.0,3.0,0.9308728800623378,0.3648384936113428
false_spectral_outlier,2.0,0.2,B1_bulk_single_spike,5,0.07351888163409168,0.08677638149530148,-0.025635137511169363,0.8,0.0007902000000015619,1.0,2.0,0.241722536196536,0.21229196077167484
false_spectral_outlier,2.0,0.2,B2_bulk_multi_spike,5,0.10541744167564664,0.12983023798516613,0.012355956650184585,1.0,0.0008207800000008092,1.0,2.0,0.241722536196536,0.21827176487877686
false_spectral_outlier,2.0,0.2,B3_validation_selected,5,0.054467511558732286,0.0,0.0,0.4,0.0011099599999994324,1.0,2.6,0.7061568883671059,0.2882926518056589
heteroskedastic,0.5,0.05,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0014072800000000996,0.4,3.0,1.042988066174281,0.35079099210356984
